-2.46823,-1.66238,5.30023
-2.15606,0.0311071,4.69752
-1.60095,0.362328,4.64338
-4.37078,-0.50874,5.07235
-4.64354,-0.512464,5.0466
-0.492023,0.528976,4.66988
-4.89717,-0.0528371,4.92127
-4.89717,-0.0528371,4.92127
-2.21802,-1.29711,5.23172
-4.5823,-0.494177,5.05241
-2.19709,0.637587,4.64106
-2.19264,0.552175,4.64834
-4.49139,0.606192,4.72594
-2.19495,-0.0198666,4.73241
-4.88964,0.458504,4.74844
-4.17515,0.216378,4.85973
0.617546,-1.83026,5.4084
-5.24514,0.582998,4.68151
-4.50169,0.0302459,4.91564
-2.33412,0.119852,5.0197
-3.80028,1.05831,4.63901
-2.24425,0.161844,4.98025
-2.55508,-0.0961183,5.09464
-5.19219,0.0714094,4.8484
-2.21383,0.119275,4.9457
-3.91685,-0.498993,5.09097
-3.91685,-0.498993,5.09097
-5.08995,0.147313,4.82619
-5.22242,0.21052,4.80025
-3.97782,0.884438,4.86566
-3.37377,0.401527,4.86172
-3.56976,0.286527,4.88591
-4.25067,0.332474,4.8239
-5.09437,0.528065,4.71127
-4.35,0.178715,4.86713
-5.01501,0.21803,4.8117
-5.01501,0.21803,4.8117
-5.20449,0.194069,4.8028
-3.1118,-0.495335,5.15149
-5.06626,-0.0607385,4.89357
-5.11085,-0.459328,5.00931
-2.43862,-1.63479,5.32109
-5.12913,-0.594888,5.04857
-3.6415,0.953039,4.67472
-2.20242,0.468048,4.7581
-3.85863,0.421829,4.8211
-4.58019,0.511753,4.74632
-4.96836,0.546426,4.71076
-5.14611,0.190976,4.81117
-4.37608,-0.484053,5.07138
-0.587393,-2.75745,5.48278
-0.704218,0.388809,4.5829
-3.27134,0.587823,4.81466
-3.55291,0.294149,4.8808
-4.81598,0.441059,4.75646
-2.201,-0.0682318,4.85602
-4.63329,0.399939,4.77924
-4.78275,0.37087,4.77925
-4.89573,0.416955,4.75975
-4.92986,0.341368,4.78001
-5.23557,0.425942,4.73274
-2.21264,-0.570822,5.00749
-4.98835,0.0958107,4.8498
-5.18497,0.0721568,4.84234
-5.13468,-0.0991755,4.90339
-5.13468,-0.0991755,4.90339
